filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Dining table,412,231,517,296
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Bedroom,432,404,483,445
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Bedroom,450,352,500,394
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Bedroom,323,155,364,192
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Bedroom,318,79,359,113
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Bedroom,228,404,273,442
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Sofa,286,237,314,301
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Sofa,180,303,278,325
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Sofa,179,270,206,325
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Wardrobe,484,398,559,427
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Bed,493,476,588,535
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Bed,132,402,203,487
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Wardrobe,245,441,274,547
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Bed,184,45,261,132
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,tv,169,191,298,209
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,Wardrobe,365,115,392,183
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,fridge,557,298,589,331
Screenshot-2023-12-06-215650_png.rf.987f2580971963e8717d80a252b4bf77.jpg,640,640,washing-machine,398,118,433,142
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Balcony,20,351,85,480
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Bedroom,92,317,242,494
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Wardrobe,173,491,241,616
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,toilet,238,496,297,619
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Kitchen,156,42,237,221
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,utility,155,227,237,307
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Balcony,238,37,371,134
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Bedroom,376,65,493,248
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Bedroom,496,91,619,316
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Foyer,373,506,427,613
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,toilet,433,317,490,431
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,toilet,498,316,551,433
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Wardrobe,544,313,625,431
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Dining Room,244,142,373,334
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Living Room,240,324,434,496
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Living Room,376,252,490,317
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Sofa,278,342,352,381
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Sofa,357,376,386,448
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Sofa,248,414,276,452
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Bed,124,317,187,417
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Bed,375,101,444,183
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Bed,492,166,568,246
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Dining table,268,167,352,278
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Bedroom,458,313,485,348
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,door,526,349,553,391
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,door,454,212,482,254
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,door,494,268,523,308
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,door,206,326,240,367
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,door,182,227,211,272
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,door,240,535,267,568
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Bedroom,388,559,430,604
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Wardrobe,248,435,350,468
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,tv,121,472,183,486
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Wardrobe,436,37,489,68
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,Wardrobe,552,87,620,131
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,commode,271,540,291,563
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,commode,438,364,461,386
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,commode,500,362,519,381
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,sink,519,326,538,343
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,sink,435,321,452,347
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,stove,158,103,175,134
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,sink,217,67,235,93
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,sink,252,503,271,525
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,kitchen-slab,153,40,180,180
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,tv,478,102,491,186
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,tv,242,481,386,497
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,fridge,155,180,178,228
Screenshot-2023-12-12-120029_png.rf.b541d652df364fde0af7938e2190f9ae.jpg,640,640,washing-machine,213,279,237,307
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,door,115,24,178,69
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,door,254,392,304,435
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,door,410,393,462,433
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,door,412,290,460,321
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,door,148,203,166,298
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,door,452,557,567,570
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,door,355,464,402,497
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,door,473,328,518,357
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Kitchen,400,28,559,166
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,utility,558,28,622,167
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,toilet,106,325,251,392
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,toilet,474,329,621,393
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,toilet,309,466,394,583
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Sofa,113,110,165,178
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Sofa,114,144,251,178
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Dining table,212,215,353,290
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,tv,108,446,134,520
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,tv,401,464,429,535
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,tv,497,307,585,320
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,tv,196,23,284,45
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Bedroom,399,171,621,320
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Bedroom,106,395,309,583
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Bedroom,311,394,623,559
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Wardrobe,311,396,348,459
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Wardrobe,481,395,617,422
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Wardrobe,194,553,306,581
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Wardrobe,403,175,437,266
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Wardrobe,374,196,399,302
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Bed,486,177,568,257
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Bed,503,455,618,528
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Bed,198,461,304,520
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Balcony,49,188,158,322
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Balcony,395,563,621,627
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Living Room,107,24,396,187
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,Dining Room,159,186,396,392
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,sink,162,296,196,317
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,sink,556,30,615,50
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,sink,317,473,340,495
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,sink,486,373,523,388
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,sink,167,327,197,351
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,commode,576,337,608,356
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,commode,121,360,157,381
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,commode,326,510,360,533
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,stove,413,28,462,49
Screenshot-2024-05-24-171809_png.rf.8ade9db8d2e439a7f0f36f5f5c574919.jpg,640,640,kitchen-slab,401,23,618,51
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Balcony,224,68,371,142
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Balcony,34,71,132,138
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Balcony,246,503,356,587
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Bedroom,360,415,543,581
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Bedroom,47,153,224,329
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Living Room,385,147,574,327
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Dining Room,226,151,382,353
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,toilet,422,335,544,420
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,toilet,226,410,347,496
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Wardrobe,547,420,580,579
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Wardrobe,142,120,217,150
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,utility,125,418,218,496
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Kitchen,41,330,224,494
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Dining table,264,202,360,318
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,door,518,143,579,198
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,door,176,151,227,205
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,door,306,412,359,449
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,door,360,414,410,455
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,door,502,372,545,409
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Sofa,437,287,539,320
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Sofa,536,237,577,277
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Sofa,395,239,441,278
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,tv,404,148,514,176
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Bed,45,190,156,274
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,Bed,410,480,493,578
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,stove,45,379,79,410
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,sink,126,466,175,495
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,sink,321,476,350,497
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,commode,287,462,310,490
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,commode,480,337,502,368
Screenshot-2023-12-06-214756_png.rf.a4bf06c84a08b64d03610e260e0d508e.jpg,640,640,sink,510,336,544,355
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Balcony,33,369,101,581
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Bedroom,439,350,620,585
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Bedroom,20,122,203,357
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Kitchen,391,122,512,350
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,utility,389,31,514,122
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,toilet,207,120,298,295
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,toilet,303,123,385,289
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Living Room,105,364,297,580
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Dining Room,300,362,436,574
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Dining table,304,401,397,519
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Sofa,141,364,218,418
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Sofa,216,409,257,496
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Bed,48,133,145,263
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Bed,516,394,620,510
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,door,257,296,299,354
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,door,370,522,429,585
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,door,433,357,485,414
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,tv,120,555,238,581
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,tv,69,331,138,353
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Wardrobe,170,131,201,295
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,Wardrobe,447,543,622,578
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,stove,474,185,507,234
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,sink,396,135,425,200
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,sink,256,253,283,291
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,sink,356,251,381,285
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,commode,346,210,376,236
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,commode,252,208,283,232
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,kitchen-slab,392,131,426,296
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,kitchen-slab,476,129,510,294
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,fridge,471,293,506,348
Screenshot-2023-12-12-115604_png.rf.a3c4a5ee2903717b8a932a8e5d106b6d.jpg,640,640,washing-machine,396,42,427,84
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,door,527,119,592,186
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,door,203,123,274,191
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,door,320,403,371,454
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,door,519,373,558,420
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,door,382,415,431,463
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Dining table,256,213,371,297
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,tv,419,129,531,158
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Sofa,558,228,596,266
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Sofa,415,232,447,270
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Sofa,458,274,552,317
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Bed,66,175,173,266
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Bed,431,487,520,593
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Wardrobe,565,413,596,595
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Wardrobe,221,185,258,315
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,stove,63,376,99,411
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,sink,145,467,194,500
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Balcony,289,41,416,123
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Balcony,115,36,201,124
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Terrace,71,512,377,590
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,sink,528,334,563,357
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,commode,497,329,520,364
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,commode,304,461,326,496
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,sink,337,473,374,499
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Bedroom,378,415,601,592
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Bedroom,64,133,260,324
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Living Room,406,120,606,319
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,Dining Room,262,125,407,328
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,toilet,442,326,563,414
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,kitchen-slab,64,327,223,357
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,kitchen-slab,63,326,99,498
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,kitchen-slab,65,469,197,495
Screenshot-2023-12-06-214537_png.rf.e4836b0c6b3671a589d7b8123ee1a297.jpg,640,640,toilet,238,409,376,502
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,Balcony,398,60,545,132
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,Balcony,256,165,397,240
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,toilet,32,471,93,606
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,toilet,438,333,544,417
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,Bedroom,100,407,255,616
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,Bedroom,470,426,621,620
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,Bedroom,400,133,542,320
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,utility,165,165,253,249
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,Living Room,256,411,397,609
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,Dining Room,252,241,396,409
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,Dining table,272,260,367,373
Screenshot-2023-12-12-115626_png.rf.2ead1dcbdd1dcb4cb2b97a7c6219c8a8.jpg,640,640,Kitchen,164,257,256,405
